"BehaviorSpace results (NetLogo 6.3.0)"
"For study-Task1.nlogo"
"NG_values_sens"
"06/21/2023 22:18:18:971 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","awareness","import-independence","[step]","mean community-formation-time-list","mean energy-diversity","insulation-improvement","total-costs-per-household","direct-net-benefits-per-household","indirect-net-benefits-per-household","total-co2-per-household","neighborhood-blackout-NG","neighborhood-NG-source-preference","share-national-NG-in-neighborhood","share-ally-NG-in-neighborhood","share-other-NG-in-neighborhood","neighborhood-national-NG","neighborhood-grid-NG","neighborhood-ally-NG","neighborhood-blackout-NG","miscomfort-for-environment"
"1153","9","7","239","41","0.37333333333333335","[false false false]","[110.7166936921354 109.58925329764703 102.54587926411894]","[75.11913964119789 76.24658003568625 83.28995406921437]","[1.9745064939274972 2.103759431803162 2.651745945911159]","[153.15200215923963 151.53634043579382 144.68650900944385]","[10296 0 19824]","[[0 1 0 82] [0 0 0 79] [0 1 0 75]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1012331 860042 1033948]","[0 0 0]","[10296 0 19824]","[502195 363308 439921]"
"1154","9","7","239","41","0.5133333333333333","[false false false]","[129.8969810498706 103.76300057011714 131.74419365338304]","[55.93885228346278 82.07283276321625 54.09163967995029]","[2.4719486383206095 2.434814784298808 2.3461443465631397]","[146.93397535432572 147.39814852959825 148.5065290012941]","[55498 7995 0]","[[0 2 0 81] [0 1 0 71] [0 0 0 82]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1852220 725511 2122938]","[0 0 0]","[55498 7995 0]","[744612 396285 796246]"
"1155","9","7","239","41","0.4266666666666667","[false false false]","[97.5672993402764 111.28111802224815 132.95137955405963]","[88.26853399305689 74.5547153110853 52.884453779273834]","[2.6768716888135895 2.1423678709300726 2.300995841266099]","[144.37243722316347 151.05373494670744 149.0708853175071]","[13408 8927 0]","[[0 1 0 88] [0 1 0 76] [0 0 0 66]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1176934 811387 1600955]","[0 0 0]","[13408 8927 0]","[469768 456032 735233]"
"1156","9","7","239","41","0.59","[false false false]","[105.19174432286322 133.93287383585738 137.15604598526136]","[80.64408901047011 51.902959497476004 48.6797873480719]","[2.583688845839329 2.2514090600912824 2.2003568648981786]","[145.53722276034173 149.6907200821923 150.3288725221061]","[15097 20439 36906]","[[0 1 0 92] [0 1 0 80] [0 1 0 68]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1732136 2020093 1684707]","[0 0 0]","[15097 20439 36906]","[703649 784516 726860]"
"1157","9","7","239","41","0.44333333333333336","[false false false]","[107.95383490596416 101.86883171260783 127.81647072283864]","[77.88199842736917 83.9670016207255 58.01936261049459]","[1.9543212876207896 2.462868559007934 2.473468485683511]","[153.40431723807347 147.04747634573417 146.91497726228945]","[0 0 18258]","[[0 0 0 70] [0 0 0 98] [0 1 0 79]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[880890 1692452 1777823]","[0 0 0]","[0 0 18258]","[510672 585728 691716]"
"1158","9","7","239","41","0.4266666666666667","[false false false]","[138.4900667133422 107.2222533739391 103.34415873336548]","[47.345766619991 78.61357995939412 82.4916745999678]","[2.3711649957949272 2.295525096719712 2.3392852714823404]","[148.19377088589675 149.13926962433695 148.5922674398041]","[24395 0 21949]","[[0 1 0 73] [0 0 0 80] [0 1 0 84]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1744953 1259847 980904]","[0 0 0]","[24395 0 21949]","[759616 548522 473501]"
"1159","9","7","239","41","0.5966666666666667","[false false false]","[133.44058748615166 114.27716447700942 134.62043886715293]","[52.39524584718174 71.55866885632383 51.215394466180484]","[2.307893383645658 2.0462611234977546 2.352846790516314]","[148.98466603776262 152.2550692896114 148.42274845187941]","[0 20710 87430]","[[0 0 0 76] [0 1 0 89] [0 2 0 76]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1692708 1211905 1991061]","[0 0 0]","[0 20710 87430]","[728845 543977 698588]"
"1160","9","7","239","41","0.3433333333333333","[false false false]","[103.58446293264286 101.12267203149605 110.38689139494372]","[82.25137040069045 84.71316130183725 75.44894193838951]","[2.4542108773946008 2.1626607246852836 2.119656858032008]","[147.15569736590083 150.8000742747673 151.33762260793324]","[13545 0 18978]","[[0 1 0 81] [0 0 0 82] [0 2 0 67]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1301664 996655 731876]","[0 0 0]","[13545 0 18978]","[559850 481071 462028]"
"1161","9","7","239","41","0.47666666666666674","[false false false]","[117.69961280887067 135.125096402271 102.63075124165756]","[68.13622052446254 50.71073693106223 83.20508209167589]","[1.2676766156103962 2.184318642092178 2.1300544139482893]","[161.9873756382034 150.52935030718112 151.20765315897972]","[0 59902 0]","[[0 0 0 85] [0 2 0 78] [0 0 0 88]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[640930 1714380 632860]","[0 0 0]","[0 59902 0]","[233016 738281 202610]"
"1162","9","7","239","41","0.47666666666666674","[false false false]","[110.19431820228567 100.77959769916212 131.52265505422386]","[75.64151513104757 85.05623563417133 54.31317827910967]","[2.245717509150884 2.3885830714217833 2.415636236858625]","[149.7618644689473 147.97604494056105 147.63788037260053]","[0 0 0]","[[0 0 0 71] [0 0 0 85] [0 0 0 65]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[944477 1555668 1642993]","[0 0 0]","[0 0 0]","[471808 640716 792415]"
"1164","9","7","239","41","0.35333333333333333","[false false false]","[113.15216793357851 101.47979751457055 111.35965152076635]","[72.68366539975473 84.3560358187628 74.4761818125671]","[1.9305501959001732 2.049549856662991 2.012003681003562]","[153.70145588458118 152.21396012504596 152.68328732078882]","[0 0 11245]","[[0 0 0 77] [0 0 0 76] [0 1 0 77]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[680403 655050 1111035]","[0 0 0]","[0 0 11245]","[342792 250992 534366]"
"1163","9","7","239","41","0.4133333333333334","[false false false]","[127.9335437722776 100.8074922180994 106.50260417310898]","[57.902289561055746 85.02834111523394 79.33322916022436]","[2.435711080828769 2.4735290640121024 2.328750482425667]","[147.38694482297373 146.91422003318206 148.7239523030125]","[0 0 0]","[[0 0 0 74] [0 0 0 85] [0 0 0 89]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1499107 1294535 1088490]","[0 0 0]","[0 0 0]","[655928 471308 454818]"
"1165","9","7","239","41","0.36666666666666664","[false false false]","[108.2898502899055 105.71709827463724 100.54008362360544]","[77.54598304342792 80.11873505869615 85.29574970972784]","[2.0862265359616368 2.3550255158337814 2.570477742677665]","[151.75550163381288 148.39551438541108 145.70236154986253]","[0 8188 0]","[[0 0 0 70] [0 1 0 67] [0 0 0 81]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1159461 708263 1704688]","[0 0 0]","[0 8188 0]","[562030 414632 623566]"
"1166","9","7","239","41","0.5333333333333333","[false false false]","[109.89426763873634 136.92892170924114 121.81692265842982]","[75.94156569459702 48.90691162409228 64.01891067490358]","[2.2193488595842403 1.9777832571869818 1.6714886675508114]","[150.09147258853034 153.11104261849607 156.9397249889482]","[0 0 0]","[[0 0 0 78] [0 0 0 60] [0 0 0 62]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1336771 1492529 803035]","[0 0 0]","[0 0 0]","[598052 691920 481954]"
"1167","9","7","239","41","0.54","[false false false]","[133.419158994169 132.54715066911214 111.82921665839739]","[52.41667433916439 53.288682664221355 74.00661667493578]","[2.2994345823648383 2.413968136412439 1.9909433216194317]","[149.09040105377287 147.65873162817786 152.94654181309045]","[0 19623 27622]","[[0 0 0 83] [0 1 0 82] [0 3 0 88]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[2082841 1913054 888143]","[0 0 0]","[0 19623 27622]","[721213 721848 404043]"
"1168","9","7","239","41","0.45","[false false false]","[108.77244840130382 128.38342686587924 112.23300950043733]","[77.06338493202959 57.45240646745412 73.60282383289605]","[2.3243255432247496 2.312490749024753 1.9172107952277906]","[148.77926404302397 148.92719897052393 153.86819839298596]","[21288 47761 0]","[[0 2 0 81] [0 2 0 94] [0 0 0 89]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1103027 1654453 1738687]","[0 0 0]","[21288 47761 0]","[454932 563652 674100]"
"1170","9","7","239","41","0.38666666666666666","[false false false]","[109.12522701561727 105.77510023908425 106.08797317173607]","[76.71060631771603 80.06073309424909 79.74786016159717]","[2.195015073104871 2.0001049928718295 2.096932410223217]","[150.39564491952245 152.83202092243548 151.62167820554313]","[0 12042 0]","[[0 0 0 75] [0 1 0 71] [0 0 0 72]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1302447 892576 779306]","[0 0 0]","[0 12042 0]","[616861 540891 391269]"
"1169","9","7","239","41","0.4133333333333333","[false false false]","[102.13977613854274 105.23685126779407 134.22020844029984]","[83.69605719479043 80.59898206553912 51.61562489303351]","[2.751757681431966 2.3494738403219073 1.8506009047753105]","[143.43636231543377 148.4649103293095 154.70082202364196]","[11209 60128 37936]","[[0 1 0 75] [0 4 0 95] [0 1 0 90]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1013342 1759385 1935903]","[0 0 0]","[11209 60128 37936]","[438066 663720 650958]"
"1171","9","7","239","41","0.3233333333333333","[false false false]","[95.43056765638704 112.60255306540537 102.98035636711032]","[90.40526567694623 73.23328026792797 82.85547696622292]","[2.8655215417519413 1.8972457618922114 2.1388769822560723]","[142.01431406143408 154.1177613096807 151.09737105513244]","[11576 0 19768]","[[0 1 0 92] [0 0 0 80] [0 2 0 85]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1266981 749872 1023266]","[0 0 0]","[11576 0 19768]","[454251 369858 453971]"
"1172","9","7","239","41","0.48666666666666664","[false false false]","[132.9452557626267 129.10534298504297 115.41122408928987]","[52.89057757070674 56.7304903482906 70.4246092440435]","[1.9787191825418153 2.2646295347955743 1.856108982493504]","[153.09934355156065 149.52546414838866 154.63197105216454]","[0 0 0]","[[0 0 0 91] [0 0 0 82] [0 0 0 73]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1764435 1738776 860086]","[0 0 0]","[0 0 0]","[594939 594622 441306]"
"1173","9","7","239","41","0.27666666666666667","[false false false]","[96.1619430016429 110.35627053721167 100.65772154896922]","[89.67389033169034 75.47956279612166 85.17811178436419]","[2.8573740478240963 1.9249976321366762 2.4862176029464536]","[142.11615773553214 153.7708629316249 146.75561329650267]","[0 0 0]","[[0 0 0 78] [0 0 0 67] [0 0 0 87]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1259356 707751 1358317]","[0 0 0]","[0 0 0]","[570988 470064 502320]"
"1174","9","7","239","41","0.4333333333333333","[false false false]","[100.35198944300883 110.61183067597419 131.50000430745712]","[85.4838438903246 75.22400265735912 54.33582902587601]","[2.5961895752419855 2.1296939441889458 2.2106204525905766]","[145.38096364280852 151.21215903097152 150.20057767595114]","[0 0 18841]","[[0 0 0 79] [0 0 0 89] [0 1 0 93]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1335974 1098887 1664463]","[0 0 0]","[0 0 18841]","[608520 427236 535011]"
"1175","9","7","239","41","0.36333333333333334","[false false false]","[128.57917434819518 104.12855120069827 112.80106831436393]","[57.25665898513801 81.70728213263519 73.0347650189693]","[2.35542871722113 2.310754103575537 2.0416403548831044]","[148.39047436806922 148.94890703863913 152.31282889729454]","[0 0 0]","[[0 0 0 76] [0 0 0 103] [0 0 0 90]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1348328 1436174 911906]","[0 0 0]","[0 0 0]","[466792 492672 366660]"
"1176","9","7","239","41","0.4000000000000001","[false false false]","[109.80491248385776 130.99731836489897 106.82256863385803]","[76.03092084947566 54.838514968434296 79.01326469947517]","[2.3342745976274704 1.9230134334722424 2.3451616845474677]","[148.65490086298996 153.7956654149303 148.51881227649]","[0 11309 0]","[[0 0 0 73] [0 1 0 84] [0 0 0 78]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1040065 936675 1269728]","[0 0 0]","[0 11309 0]","[623238 387524 500980]"
"1177","9","7","239","41","0.5533333333333333","[false false false]","[131.08441222437403 101.88357846914994 131.24318798091232]","[54.751421108959306 83.95225486418352 54.59264535242098]","[2.5944342388615405 2.6733658704167262 2.6252171348777145]","[145.4029053475641 144.41625995312427 145.01811914736192]","[19929 0 48108]","[[0 1 0 85] [0 0 0 87] [0 2 0 81]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1959568 1363549 1926804]","[0 0 0]","[19929 0 48108]","[747178 599460 816154]"
"1178","9","7","239","41","0.38666666666666666","[false false false]","[111.6765765048748 126.01522828764541 103.63510046444928]","[74.15925682845858 59.820605045688005 82.20073286888407]","[2.0503276435336195 2.60047162935281 2.3087786814247013]","[152.2042377891631 145.32743796642322 148.97359981552458]","[0 103454 30572]","[[0 0 0 91] [0 4 0 80] [0 3 0 75]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1063099 2385690 949994]","[0 0 0]","[0 103454 30572]","[430612 959168 471473]"
"1179","9","7","239","41","0.45999999999999996","[false false false]","[106.29034100383512 133.8687865083023 110.3404493975304]","[79.54549232949822 51.967046825031254 75.49538393580293]","[1.973769763254984 2.3162247543569836 2.019375379147127]","[153.16121129264604 148.88052390387105 152.59114109399425]","[17301 87308 0]","[[0 3 0 82] [0 2 0 77] [0 0 0 69]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[499650 2099839 1334861]","[0 0 0]","[17301 87308 0]","[230907 814221 588234]"
"1180","9","7","239","41","0.37333333333333335","[false false false]","[111.47390946731647 103.67267144981535 102.78114210430299]","[74.36192386601685 82.16316188351801 83.05469122903028]","[2.2143741443057228 2.3014704323753064 2.399944159536974]","[150.1536565295118 149.06495292864201 147.83403133912117]","[12356 0 0]","[[0 1 0 71] [0 0 0 91] [0 0 0 82]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[883834 1064902 1241030]","[0 0 0]","[12356 0 0]","[461147 416729 519397]"
"1181","9","7","239","41","0.38333333333333336","[false false false]","[131.8639952023219 102.91613316772425 104.23107421416326]","[53.971838131011495 82.919700165609 81.60475911917023]","[2.041818920758217 2.249876900561549 2.3725853720692975]","[152.31059682385563 149.70987207631399 148.17601618246712]","[14458 0 20853]","[[0 1 0 81] [0 0 0 95] [0 2 0 78]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1208353 1578988 1012203]","[0 0 0]","[14458 0 20853]","[417005 538981 553375]"
"1183","9","7","239","41","0.5333333333333333","[false false false]","[138.55254298181052 129.03198752945306 109.96131185428352]","[47.283290351522744 56.80384580388033 75.87452147904983]","[2.055637061496166 2.3596307455995205 2.3403381063446593]","[152.13787006463127 148.33794901333934 148.5791070040251]","[0 0 0]","[[0 0 0 61] [0 0 0 86] [0 0 0 87]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1755794 1727351 1113516]","[0 0 0]","[0 0 0]","[1047523 652858 447802]"
"1182","9","7","239","41","0.5766666666666668","[false false false]","[137.89930461138326 133.3733946788411 109.75199876020383]","[47.936528721949934 52.46243865449225 76.08383457312954]","[2.1353060027680066 2.2802263855233673 1.8480571239338839]","[151.14200829873326 149.33050351429125 154.7326192841598]","[24942 59088 8590]","[[0 1 0 65] [0 2 0 75] [0 1 0 82]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[2087591 1927383 888587]","[0 0 0]","[24942 59088 8590]","[972364 763325 473254]"
"1184","9","7","239","41","0.5666666666666668","[false false false]","[142.07227387094952 130.5945577943017 112.77311982503305]","[43.76355946238397 55.241275539031584 73.0627135083003]","[2.1981096035024077 2.281456693985681 2.19257364813584]","[150.35696328955325 149.31512465851233 150.42616273163534]","[0 103374 14132]","[[0 0 0 98] [0 3 0 92] [0 1 0 68]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[3140307 1938628 964644]","[0 0 0]","[0 103374 14132]","[824835 629306 569451]"
"1185","9","7","239","41","0.5266666666666667","[false false false]","[109.81766603723102 133.66467135995885 134.7993269849834]","[76.01816729610228 52.17116197337453 51.036506348350095]","[2.101494977427094 2.3904516845978128 2.03072013215424]","[151.56464611549467 147.95268727586068 152.44933168140534]","[12221 20403 18513]","[[0 1 0 77] [0 1 0 71] [0 1 0 78]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[925269 1786175 2019166]","[0 0 0]","[12221 20403 18513]","[524267 726254 735166]"
"1186","9","7","239","41","0.45","[false false false]","[101.95678796233737 110.61403496411373 131.81015665464142]","[83.8790453709959 75.22179836921957 54.02567667869194]","[2.6389516646868607 2.1370953569979907 2.370338021965565]","[144.84643752474759 151.11964137085846 148.20410805876378]","[13860 55196 0]","[[0 1 0 84] [0 5 0 91] [0 0 0 101]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1476402 1031933 2269427]","[0 0 0]","[13860 55196 0]","[615931 449960 621436]"
"1187","9","7","239","41","0.48333333333333334","[false false false]","[129.9454607112434 133.83477926980768 108.40414132996655]","[55.890372622089785 52.0010540635256 77.43169200336669]","[2.0988060419052386 2.5065440963784886 2.1544394795485733]","[151.59825780951786 146.50153212860224 150.90283983897618]","[0 36166 0]","[[0 0 0 88] [0 1 0 92] [0 0 0 86]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1177171 1718885 888765]","[0 0 0]","[0 36166 0]","[399804 567372 353928]"
"1188","9","7","239","41","0.4566666666666667","[false false false]","[101.14813882930126 106.88399573189662 131.60086959354115]","[84.68769450403198 78.95183760143688 54.23496373979229]","[2.6706317210536215 2.2338652917656874 2.206753167662987]","[144.45043682016308 149.91001718626225 150.248918737546]","[30024 10341 0]","[[0 2 0 78] [0 1 0 89] [0 0 0 85]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1198261 1204646 1676701]","[0 0 0]","[30024 10341 0]","[571636 528549 591687]"
"1189","9","7","239","41","0.36999999999999994","[false false false]","[110.66163207870702 108.18141826382117 104.93671595144383]","[75.17420125462634 77.65441506951227 80.89911738188941]","[2.068723890660906 2.077543350867263 2.1389159438732643]","[151.97428470007202 151.86404144749255 151.09688403491754]","[3405 40621 0]","[[0 1 0 76] [0 2 0 82] [0 0 0 70]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[318337 1216723 793397]","[0 0 0]","[3405 40621 0]","[129770 501131 419012]"
"1190","9","7","239","41","0.4166666666666667","[false false false]","[130.9186173388763 104.11610402856783 108.82214894768457]","[54.91721599445702 81.71972930476554 77.01368438564884]","[2.3508319406064313 2.708014665080357 2.362376286954898]","[148.44793407575295 143.98315001982888 148.30362974639712]","[22837 38763 0]","[[0 1 0 80] [0 2 0 75] [0 0 0 77]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1713556 1018446 1065131]","[0 0 0]","[22837 38763 0]","[725784 407300 577080]"
"1191","9","7","239","41","0.4033333333333333","[false false false]","[108.5172177228166 127.57423769317792 109.45871725210719]","[77.31861561051684 58.261595640155385 76.37711608122615]","[2.2449953233187103 2.4848996748833314 2.217014094313213]","[149.77089179184946 146.7720873972917 150.12065715441818]","[9788 0 14811]","[[0 1 0 87] [0 0 0 91] [0 1 0 86]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1077835 2048652 1303036]","[0 0 0]","[9788 0 14811]","[514841 593810 528697]"
"1192","9","7","239","41","0.5166666666666667","[false false false]","[107.78619234653515 132.7519216678918 104.66735409680449]","[78.04964098679821 53.083911665441484 81.16847923652905]","[2.246372494732932 2.336006944414596 2.3379945464869887]","[149.7536771491717 148.6332465281509 148.60840150224598]","[12905 37426 0]","[[0 1 0 84] [0 2 0 77] [0 0 0 78]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[1391203 1593905 1021878]","[0 0 0]","[12905 37426 0]","[629612 585707 356052]"
"1193","9","7","239","41","0.4466666666666666","[false false false]","[97.28419859990761 135.0500616251537 108.90448646363372]","[88.55163473342574 50.785771708179695 76.93134686969978]","[2.569477642743407 2.3889678349760994 1.9663045939232688]","[145.71486279904076 147.9712353961321 153.25452590929248]","[0 47453 11493]","[[0 0 0 63] [0 2 0 71] [0 1 0 79]]","[0 0 0]","[0.9 0.9 0.9]","[0.1 0.1 0.1]","[0 0 0]","[634296 2225922 1029557]","[0 0 0]","[0 47453 11493]","[331041 938029 527807]"
